ID,Year,UTM_E,UTM_N,Location_Valley
599,2018,501833.1536178348,8669922.530743452,Colesdalen
600,2018,504008.1436617477,8669914.52372169,Colesdalen
601,2018,501815.15366103227,8669910.530856675,Colesdalen
602,2018,502866.1488599645,8669909.527449585,Colesdalen
603,2018,501796.15371204034,8669899.53096858,Colesdalen
604,2018,503989.14368688583,8669895.523870086,Colesdalen
605,2018,502858.14883158193,8669889.527566865,Colesdalen
606,2018,501777.1537598006,8669887.53108505,Colesdalen
607,2019,508295.12395941076,8669878.509996148,Fardalen
608,2018,501759.15380624245,8669876.53119371,Colesdalen
609,2018,503971.1437042128,8669875.524019808,Colesdalen
610,2018,502850.1488064444,8669870.527679576,Colesdalen
611,2018,501740.1538540008,8669864.531310178,Colesdalen
612,2019,508299.12388934154,8669862.510056334,Fardalen
613,2018,503953.14372478216,8669856.524164958,Colesdalen
614,2018,501721.15390175825,8669852.531426648,Colesdalen
615,2018,502842.1487780614,8669850.527796851,Colesdalen
616,2018,504648.14052816207,8669849.52194309,Colesdalen
617,2019,508303.1238225096,8669847.510111956,Fardalen
618,2018,501703.15394819767,8669841.531535309,Colesdalen
619,2018,502834.1487529236,8669831.527909564,Colesdalen
620,2019,508307.1237524414,8669831.510172145,Fardalen
621,2018,501684.1539959533,8669829.531651774,Colesdalen
622,2018,501666.15404239093,8669818.531760434,Colesdalen
623,2019,508311.12368561013,8669816.510227762,Fardalen
624,2018,502826.1487277855,8669812.528022273,Colesdalen
625,2018,501647.1540901448,8669806.531876903,Colesdalen
626,2018,504662.1403053452,8669800.522121504,Colesdalen
627,2019,508315.12361554283,8669800.51028795,Fardalen
628,2018,501628.1541378977,8669794.53199337,Colesdalen
629,2018,502818.14869940205,8669792.528139548,Colesdalen
630,2019,508319.1235487123,8669785.510343568,Fardalen
631,2018,501610.1541843327,8669783.532102032,Colesdalen
632,2018,504669.1401923171,8669775.522212991,Colesdalen
633,2018,502810.1486742636,8669773.528252257,Colesdalen
634,2018,501591.1542320838,8669771.532218501,Colesdalen
635,2018,501572.1542830812,8669760.532330405,Colesdalen
636,2018,502802.14864912484,8669754.528364966,Colesdalen
637,2018,501554.1543262664,8669748.532443626,Colesdalen
638,2019,508331.1233417505,8669738.510519559,Fardalen
639,2018,501535.15437401476,8669736.532560091,Colesdalen
640,2018,502794.14862074074,8669734.528482236,Colesdalen
641,2018,501516.15442500944,8669725.532672001,Colesdalen
642,2018,502786.14859560167,8669715.528594943,Colesdalen
643,2018,501498.1544681922,8669713.532785222,Colesdalen
644,2019,508339.12320485694,8669707.510635361,Fardalen
645,2019,507949.12498076935,8669705.511906814,Reindalen
646,2018,501479.154519185,8669702.532897126,Colesdalen
647,2018,502778.1485672173,8669695.528712215,Colesdalen
648,2018,501460.1545669296,8669690.533013595,Colesdalen
649,2019,507952.12489908136,8669684.511993079,Colesdalen
650,2018,504696.13975450944,8669678.52256848,Colesdalen
651,2018,501442.1546101097,8669678.533126816,Colesdalen
652,2018,502770.1485420778,8669676.528824918,Colesdalen
653,2019,508347.12306796486,8669676.510751164,Fardalen
654,2018,501423.15466109995,8669667.533238722,Colesdalen
655,2019,507954.12482196395,8669663.51208258,Colesdalen
656,2019,508351.1230011375,8669661.51080678,Fardalen
657,2018,502762.1485169381,8669657.528937621,Colesdalen
658,2018,501405.1547042782,8669655.533351945,Colesdalen
659,2018,504703.13964148675,8669653.522659967,Colesdalen
660,2019,508355.1229310745,8669645.510866964,Fardalen
661,2018,501386.1547552667,8669644.533463845,Colesdalen
662,2019,507957.1247370402,8669641.512173416,Colesdalen
663,2018,502754.14848855307,8669637.52905489,Colesdalen
664,2018,504710.1395317074,8669629.522746885,Colesdalen
665,2019,508359.12286101165,8669629.510927152,Fardalen
666,2018,501349.15484943,8669621.533688972,Colesdalen
667,2019,507959.1246599239,8669620.51226292,Colesdalen
668,2018,502746.14846341294,8669618.529167594,Colesdalen
669,2019,508363.12279418577,8669614.510982765,Fardalen
670,2018,501330.15489716816,8669609.533805441,Colesdalen
671,2018,504717.13941868674,8669604.522838369,Colesdalen
672,2018,502738.1484382728,8669599.529280296,Colesdalen
673,2019,507962.12457823823,8669599.51234918,Colesdalen
674,2019,508367.1227241239,8669598.51104295,Fardalen
675,2018,501311.1549449056,8669597.533921907,Colesdalen
676,2018,501293.15499132616,8669586.534030562,Colesdalen
677,2019,508371.12265729846,8669583.511098564,Fardalen
678,2018,504723.13931347616,8669580.522928527,Colesdalen
679,2018,502730.14840988704,8669579.529397562,Colesdalen
680,2018,501274.1550390617,8669574.53414703,Colesdalen
681,2019,508375.1225872376,8669567.51115875,Fardalen
682,2018,501255.1550900439,8669563.534258936,Colesdalen
683,2018,502722.1483847465,8669560.529510258,Colesdalen
684,2018,504730.1392037,8669556.523015447,Colesdalen
685,2019,508379.1225204131,8669552.511214364,Fardalen
686,2018,501237.15513321426,8669551.534372156,Colesdalen
687,2018,502714.1483563604,8669540.529627526,Colesdalen
688,2018,501218.15518094716,8669539.534488624,Colesdalen
689,2019,508383.12245035305,8669536.511274546,Fardalen
690,2018,501199.15523192665,8669528.534600526,Colesdalen
691,2018,502706.14833121956,8669521.529740222,Colesdalen
692,2019,508387.1223835292,8669521.51133016,Fardalen
693,2018,501181.1552750944,8669516.534713745,Colesdalen
694,2018,504744.13898090855,8669507.523193844,Colesdalen
695,2018,501162.15532607207,8669505.534825653,Colesdalen
696,2019,508391.1223134699,8669505.511390345,Fardalen
697,2018,502698.1483060783,8669502.529852921,Colesdalen
698,2018,501144.15536923805,8669493.53493887,Colesdalen
699,2019,507975.1241757223,8669493.512791542,Colesdalen
700,2019,508395.12224664714,8669490.511445958,Fardalen
701,2018,502690.14827769174,8669482.529970184,Colesdalen
702,2018,504751.1388678934,8669482.523285326,Colesdalen
703,2018,501125.15541696636,8669481.53505534,Colesdalen
704,2018,501106.15546794154,8669470.535167243,Colesdalen
705,2019,508402.1221143367,8669459.511564989,Fardalen
706,2018,501088.1555111048,8669458.53528046,Colesdalen
707,2019,507980.1240169287,8669451.512967302,Colesdalen
708,2018,501069.15556207806,8669447.535392364,Colesdalen
709,2018,502674.1482274083,8669444.530195573,Colesdalen
710,2019,508406.12204427895,8669443.511625174,Fardalen
711,2018,501050.15560980275,8669435.53550883,Colesdalen
712,2018,504764.1386496747,8669433.52346696,Colesdalen
713,2019,507983.1239320112,8669429.51305813,Colesdalen
714,2018,502666.14819902106,8669424.530312834,Colesdalen
715,2018,501032.1556529634,8669423.535622047,Colesdalen
716,2019,507985.12385490077,8669408.513147624,Colesdalen
717,2018,502658.14817387884,8669405.530425526,Colesdalen
718,2018,500994.155751656,8669400.53585042,Colesdalen
719,2019,507988.12377322133,8669387.513233885,Colesdalen
720,2018,502650.1481487365,8669386.53053822,Colesdalen
721,2018,502642.14812034875,8669366.53065548,Colesdalen
722,2018,504785.1383171261,8669360.52373227,Colesdalen
723,2018,502634.14809520595,8669347.53076817,Colesdalen
724,2018,504792.13820735924,8669336.523819178,Colesdalen
725,2018,502626.1480668179,8669327.530885424,Colesdalen
726,2019,507996.1235295192,8669323.513500461,Colesdalen
727,2018,502618.14804167475,8669308.530998114,Colesdalen
728,2019,507998.1234524115,8669302.513589958,Colesdalen
729,2018,502610.1480165313,8669289.531110805,Colesdalen
730,2019,508001.1233707349,8669281.513676213,Colesdalen
731,2018,502602.1479881426,8669269.531228056,Colesdalen
732,2019,508004.12328905903,8669260.513762467,Colesdalen
733,2018,502594.1479629989,8669250.531340746,Colesdalen
734,2018,500733.15641634096,8669238.537437325,Colesdalen
735,2019,508006.1232087166,8669238.513856528,Colesdalen
736,2018,502586.1479378549,8669231.53145343,Colesdalen
737,2018,500715.15645948675,8669226.537550544,Colesdalen
738,2019,508009.12312704185,8669217.513942782,Colesdalen
739,2018,500696.1565104422,8669215.537662445,Colesdalen
740,2018,502578.14790946565,8669211.53157068,Colesdalen
741,2018,500677.1565581486,8669203.53777891,Colesdalen
742,2019,508011.1230499371,8669196.514032273,Colesdalen
743,2018,502570.14788432117,8669192.531683365,Colesdalen
744,2018,500659.15660454007,8669192.537887564,Colesdalen
745,2018,500640.15665224456,8669180.53800403,Colesdalen
746,2019,508014.1229682635,8669175.514118528,Colesdalen
747,2018,502562.14785593166,8669172.531800617,Colesdalen
748,2018,500621.15669994825,8669168.538120495,Colesdalen
749,2018,503434.14385950065,8669167.528994365,Colesdalen
750,2018,503497.1435394756,8669157.52883567,Colesdalen
751,2018,500603.15674633696,8669157.538229147,Colesdalen
752,2019,508017.1228865908,8669154.51420478,Colesdalen
753,2018,502554.1478307869,8669153.531913297,Colesdalen
754,2018,500584.15679403883,8669145.538345613,Colesdalen
755,2018,503481.1435606162,8669141.528960614,Colesdalen
756,2018,502546.14780564193,8669134.532025984,Colesdalen
757,2018,500566.1568404259,8669134.538454268,Colesdalen
758,2019,508019.1228062513,8669132.514298836,Colesdalen
759,2018,503466.1435739476,8669124.529086875,Colesdalen
760,2018,500547.15688812593,8669122.538570734,Colesdalen
761,2018,503441.14367509336,8669120.529186225,Colesdalen
762,2018,502538.14777725167,8669114.532143228,Colesdalen
763,2018,500528.1569390733,8669111.538682636,Colesdalen
764,2019,508022.1227245795,8669111.51438509,Colesdalen
765,2018,503451.14359052165,8669108.529208569,Colesdalen
766,2018,500510.15698220953,8669099.538795851,Colesdalen
767,2018,503445.14358223043,8669097.529278249,Colesdalen
768,2018,502530.14775210636,8669095.532255908,Colesdalen
769,2018,503436.1436038515,8669091.52933483,Colesdalen
770,2019,508024.12264747755,8669090.514474576,Colesdalen
771,2018,500491.15702990675,8669087.538912315,Colesdalen
772,2018,500472.15708085155,8669076.539024215,Colesdalen
773,2018,503420.143624989,8669075.529459773,Colesdalen
774,2018,503449.14348936814,8669074.52937027,Colesdalen
775,2019,508027.12256580725,8669069.514560824,Colesdalen
776,2018,500454.1571239852,8669064.539137432,Colesdalen
777,2018,503405.14363831724,8669058.52958603,Colesdalen
778,2018,500435.1571749281,8669053.539249333,Colesdalen
779,2018,503453.1433932632,8669050.529466856,Colesdalen
780,2019,508030.1224841373,8669048.514647074,Colesdalen
781,2018,503390.1436548885,8669042.52970772,Colesdalen
782,2018,500416.15722262167,8669041.5393658,Colesdalen
783,2018,500398.1572657526,8669029.539479012,Colesdalen
784,2018,503456.1433049672,8669027.529562123,Colesdalen
785,2019,508032.1224038008,8669026.514741128,Colesdalen
786,2018,503375.1436682151,8669025.529833984,Colesdalen
787,2018,500379.1573166929,8669018.539590914,Colesdalen
788,2018,503359.14368934947,8669009.52995892,Colesdalen
789,2018,500360.1573643838,8669006.53970738,Colesdalen
790,2019,508035.12232213217,8669005.514827374,Colesdalen
791,2018,503460.1432121074,8669004.529654147,Colesdalen
792,2018,500342.1574107605,8668995.539816031,Colesdalen
793,2018,503344.1437026746,8668992.530085176,Colesdalen
794,2019,508038.12224046414,8668984.514913626,Colesdalen
795,2018,500323.15745844954,8668983.539932497,Colesdalen
796,2018,503464.14311924827,8668981.529746167,Colesdalen
797,2018,503329.1437192427,8668976.530206868,Colesdalen
798,2018,500305.15750157606,8668971.540045712,Colesdalen
799,2019,508040.1221633656,8668963.515003107,Colesdalen
800,2018,500286.1575525119,8668960.540157612,Colesdalen
801,2018,503314.1437325666,8668959.530333124,Colesdalen
802,2018,503468.1430231465,8668957.529842751,Colesdalen
803,2018,500267.15760019835,8668948.540274076,Colesdalen
804,2018,503298.1437536977,8668943.53045806,Colesdalen
805,2019,508043.1220816988,8668942.515089354,Colesdalen
806,2018,500249.1576465708,8668937.54038273,Colesdalen
807,2018,503471.1429348534,8668934.529938014,Colesdalen
808,2018,503283.1437670199,8668926.530584315,Colesdalen
809,2018,500230.15769425535,8668925.54049919,Colesdalen
810,2019,508045.1220013652,8668920.515183406,Colesdalen
811,2018,500211.1577419389,8668913.540615654,Colesdalen
812,2018,503475.14284199686,8668911.530030033,Colesdalen
813,2018,503268.14378358517,8668910.530706003,Colesdalen
814,2019,508048.12191969954,8668899.515269652,Colesdalen
815,2018,503253.1437969059,8668893.530832255,Colesdalen
816,2018,500174.1578359906,8668890.540840767,Colesdalen
817,2018,503479.14274914074,8668888.53012205,Colesdalen
818,2018,500155.1578869201,8668879.540952673,Colesdalen
819,2018,499995.1586134627,8668878.541477026,Colesdalen
820,2019,508051.1218380346,8668878.515355896,Colesdalen
821,2018,503237.14381803386,8668877.530957192,Colesdalen
822,2018,500137.1579300389,8668867.541065887,Colesdalen
823,2018,503483.14265304216,8668864.530218637,Colesdalen
824,2018,503222.14383135305,8668860.531083446,Colesdalen
825,2019,508053.121760939,8668857.515445376,Colesdalen
826,2018,500118.1579809665,8668856.541177787,Colesdalen
827,2018,499979.15858897305,8668848.541665852,Colesdalen
828,2018,503207.14384791534,8668844.531205133,Colesdalen
829,2018,500099.15802864474,8668844.541294249,Colesdalen
830,2018,503192.14386123297,8668827.531331383,Colesdalen
831,2018,500062.1581226858,8668821.541519364,Colesdalen
832,2018,503490.14247189864,8668818.53040591,Colesdalen
833,2018,499962.1585690435,8668818.541857922,Colesdalen
834,2018,503176.14388235775,8668811.531456312,Colesdalen
835,2018,500044.1581658001,8668809.54163258,Colesdalen
836,2018,500025.1582167234,8668798.541744478,Colesdalen
837,2018,503494.1423790458,8668795.530497925,Colesdalen
838,2018,503161.143895674,8668794.531582566,Colesdalen
839,2018,499946.15854455193,8668788.542046746,Colesdalen
840,2018,502402.147330284,8668785.53408609,Colesdalen
841,2018,503146.1439122331,8668778.53170425,Colesdalen
842,2018,503498.1422861938,8668772.530589938,Colesdalen
843,2018,502394.1473051352,8668766.534198757,Colesdalen
844,2018,503131.1439255479,8668761.531830503,Colesdalen
845,2018,499929.15852462035,8668758.542238815,Colesdalen
846,2018,503502.1421900992,8668748.53068652,Colesdalen
847,2018,502386.1472767414,8668746.534315987,Colesdalen
848,2018,503115.1439466695,8668745.531955428,Colesdalen
849,2018,503100.14395998255,8668728.532081677,Colesdalen
850,2018,499913.158500127,8668728.54242763,Colesdalen
851,2018,502378.14725159237,8668727.534428654,Colesdalen
852,2018,503506.1420972488,8668725.530778531,Colesdalen
853,2018,503085.14397653897,8668712.53220336,Colesdalen
854,2018,502370.1472231982,8668707.534545885,Colesdalen
855,2018,503509.1420089633,8668702.530873789,Colesdalen
856,2018,503070.1439898506,8668695.53232961,Colesdalen
857,2018,502362.14719804865,8668688.534658547,Colesdalen
858,2018,503054.144010969,8668679.532454534,Colesdalen
859,2018,503513.1419161142,8668679.5309658,Colesdalen
860,2018,502354.147172899,8668669.534771213,Colesdalen
861,2018,503039.14402427914,8668662.532580782,Colesdalen
862,2018,503517.141820023,8668655.531062376,Colesdalen
863,2018,502346.1471445041,8668649.534888439,Colesdalen
864,2018,503024.1440408326,8668646.532702463,Colesdalen
865,2018,503521.1417271758,8668632.531154387,Colesdalen
866,2018,502338.1471193541,8668630.535001103,Colesdalen
867,2018,503009.14405414124,8668629.532828707,Colesdalen
868,2018,502330.14709420386,8668611.535113765,Colesdalen
869,2018,503524.14163889317,8668609.53124964,Colesdalen
870,2018,502978.14408856357,8668596.533079876,Colesdalen
871,2018,502322.14706580853,8668591.53523099,Colesdalen
872,2018,503528.1415460474,8668586.531341651,Colesdalen
873,2018,502963.1441051138,8668580.533201557,Colesdalen
874,2018,502314.14704065776,8668572.53534365,Colesdalen
875,2018,502948.1441184195,8668563.533327797,Colesdalen
876,2018,503532.1414499594,8668562.531438224,Colesdalen
877,2018,502306.14701226196,8668552.53546087,Colesdalen
878,2018,502932.14413953177,8668547.533452721,Colesdalen
879,2018,503536.1413571151,8668539.531530233,Colesdalen
880,2018,502298.1469871111,8668533.535573531,Colesdalen
881,2019,508128.1203536961,8668528.516705863,Colesdalen
882,2018,503540.14126427163,8668516.531622238,Colesdalen
883,2018,502290.14696195984,8668514.535686187,Colesdalen
884,2018,502902.14416938316,8668514.533700638,Colesdalen
885,2018,502887.14418268565,8668497.533826878,Colesdalen
886,2018,502282.14693356346,8668494.53580341,Colesdalen
887,2018,503543.141175993,8668493.531717489,Colesdalen
888,2019,508150.1201334753,8668491.516803723,Colesdalen
889,2018,502871.1442037947,8668481.5339518,Colesdalen
890,2018,502274.1469084118,8668475.535916062,Colesdalen
891,2019,508160.1200295523,8668473.516853604,Colesdalen
892,2018,503547.1410799082,8668469.53181406,Colesdalen
893,2018,502856.14421709586,8668464.53407804,Colesdalen
894,2018,502266.14688326005,8668456.53602872,Colesdalen
895,2019,508171.11991782614,8668454.516904816,Colesdalen
896,2018,502841.1442336401,8668448.534199711,Colesdalen
897,2018,503551.14098706713,8668446.531906068,Colesdalen
898,2018,502258.14685486315,8668436.536145939,Colesdalen
899,2019,508182.11980933655,8668436.51695146,Colesdalen
900,2018,502826.1442469398,8668431.534325955,Colesdalen
901,2018,503555.14089422685,8668423.53199807,Colesdalen
902,2018,502250.146829711,8668417.536258597,Colesdalen
903,2019,508192.11970218056,8668417.517005911,Colesdalen
904,2018,502810.1442680457,8668415.53445087,Colesdalen
905,2018,503558.14080595097,8668400.53209332,Colesdalen
906,2019,508203.1195936924,8668399.517052555,Colesdalen
907,2018,502242.14680455846,8668398.536371248,Colesdalen
908,2018,502795.1442813436,8668398.534577107,Colesdalen
909,2018,502780.144297885,8668382.53469878,Colesdalen
910,2019,508213.11948653805,8668380.517107004,Colesdalen
911,2018,502234.146776161,8668378.53648846,Colesdalen
912,2018,503562.14070986956,8668376.532189887,Colesdalen
913,2018,502765.14431118156,8668365.534825016,Colesdalen
914,2019,508224.1193780518,8668362.517153647,Colesdalen
915,2018,502226.1467510083,8668359.536601111,Colesdalen
916,2018,503566.1406170316,8668353.532281889,Colesdalen
917,2018,502749.1443322843,8668349.534949934,Colesdalen
918,2019,508235.11926633096,8668343.517204862,Colesdalen
919,2018,502218.14672261034,8668339.536718326,Colesdalen
920,2018,502734.1443455794,8668332.535076167,Colesdalen
921,2018,503570.1405241942,8668330.53237389,Colesdalen
